"question","question_name","dataset","question_text","variant","variant_text","weight"
50,"inanimate_subject_non_restrictive_relative","NODATA","What word would you use in the gap in a sentence like this, if talking to a friend: ""My idea—____ will blow your mind—is much better.""","what","what",1
50,"inanimate_subject_non_restrictive_relative","NODATA","What word would you use in the gap in a sentence like this, if talking to a friend: ""My idea—____ will blow your mind—is much better.""","which","which",1
51,"promise_control","NODATA","If you'd made a promise to your brother that you would go to his party but your friend asked you not to go, would you say:","no_promise_control","But I promised him (that) I'd go.",1
51,"promise_control","NODATA","If you'd made a promise to your brother that you would go to his party but your friend asked you not to go, would you say:","promise_control","But I promised him to go.",1
52,"non_quantificatory_never","NODATA","Your neighbour accuses your son of breaking a window, but he was at school all day. Might you say:","never","My son never broke your window.",1
52,"non_quantificatory_never","NODATA","Your neighbour accuses your son of breaking a window, but he was at school all day. Might you say:","not","My son didn't break your window.",1
53,"window_quantificatory_never","NODATA","You want to check whether a friend was out very late or didn't come home at all. Might you say:","not","You mean she didn't come home all night?",1
53,"window_quantificatory_never","NODATA","You want to check whether a friend was out very late or didn't come home at all. Might you say:","never","You mean she never came home all night?",1
54,"auxiliary have negative interrogative definite abstract","NODATA","The last you'd heard your friend was working at a supermarket, but she now says she's unemployed. Would you say:","dont_have","Don't you have that job at the supermarket?",1
54,"auxiliary have negative interrogative definite abstract","NODATA","The last you'd heard your friend was working at a supermarket, but she now says she's unemployed. Would you say:","have_not_got","Have you not got that job at the supermarket?",1
54,"auxiliary have negative interrogative definite abstract","NODATA","The last you'd heard your friend was working at a supermarket, but she now says she's unemployed. Would you say:","havent_got","Haven't you got that job at the supermarket?",1
54,"auxiliary have negative interrogative definite abstract","NODATA","The last you'd heard your friend was working at a supermarket, but she now says she's unemployed. Would you say:","havent","Haven't you that job at the supermarket?",1
54,"auxiliary have negative interrogative definite abstract","NODATA","The last you'd heard your friend was working at a supermarket, but she now says she's unemployed. Would you say:","do_not_have","Do you not have that job at the supermarket?",1
55,"auxiliary have negative indicative definite concrete","NODATA","Your friend asks you for a lift, but your car is at the garage. Would you say:","havent_got","Sorry, I haven't got the car at the moment.",1
55,"auxiliary have negative indicative definite concrete","NODATA","Your friend asks you for a lift, but your car is at the garage. Would you say:","havent","Sorry, I haven't the car at the moment.",1
55,"auxiliary have negative indicative definite concrete","NODATA","Your friend asks you for a lift, but your car is at the garage. Would you say:","dont_have","Sorry, I don't have the car at the moment.",1
56,"auxiliary have positive interrogative definite concrete","NODATA","You are angling for a lift from a friend who shares a car with her partner. Might you ask:","do_have","Do you have the car this weekend?",1
56,"auxiliary have positive interrogative definite concrete","NODATA","You are angling for a lift from a friend who shares a car with her partner. Might you ask:","have_got","Have you got the car this weekend?",1
56,"auxiliary have positive interrogative definite concrete","NODATA","You are angling for a lift from a friend who shares a car with her partner. Might you ask:","have","Have you the car this weekend?",1
57,"auxiliary have negative indicative definite abstract","NODATA","Your friend asks to use your employee discount, but you've moved on to a different job. Might you say:","havent_got","Sorry, I haven't got that job any more.",1
57,"auxiliary have negative indicative definite abstract","NODATA","Your friend asks to use your employee discount, but you've moved on to a different job. Might you say:","havent","Sorry, I haven't that job any more.",1
57,"auxiliary have negative indicative definite abstract","NODATA","Your friend asks to use your employee discount, but you've moved on to a different job. Might you say:","dont_have","Sorry, I don't have that job any more.",1
57,"auxiliary have negative indicative definite abstract","NODATA","Your friend asks to use your employee discount, but you've moved on to a different job. Might you say:","havent_got","Sorry, I've not got that job any more.",1
57,"auxiliary have negative indicative definite abstract","NODATA","Your friend asks to use your employee discount, but you've moved on to a different job. Might you say:","havent","Sorry, I don't got that job any more.",1
57,"auxiliary have negative indicative definite abstract","NODATA","Your friend asks to use your employee discount, but you've moved on to a different job. Might you say:","dont_have","Sorry, I don't got that job no more.",1
57,"auxiliary have negative indicative definite abstract","NODATA","Your friend asks to use your employee discount, but you've moved on to a different job. Might you say:","havent_got","Sorry, I haven't got that job no more.",1
57,"auxiliary have negative indicative definite abstract","NODATA","Your friend asks to use your employee discount, but you've moved on to a different job. Might you say:","havent","Sorry, I haven't that job no more.",1
57,"auxiliary have negative indicative definite abstract","NODATA","Your friend asks to use your employee discount, but you've moved on to a different job. Might you say:","dont_have","Sorry, I don't have that job no more.",1
57,"auxiliary have negative indicative definite abstract","NODATA","Your friend asks to use your employee discount, but you've moved on to a different job. Might you say:","havent_got","Sorry, I've not got that job no more.",1
58,"auxiliary have positive interrogative definite abstract","NODATA","You're catching up with a friend who used to work at the local paper but who you haven't seen for a long time. Would you ask:","have","Have you that job at the paper still?",1
58,"auxiliary have positive interrogative definite abstract","NODATA","You're catching up with a friend who used to work at the local paper but who you haven't seen for a long time. Would you ask:","have_got","Have you got that job at the paper still?",1
58,"auxiliary have positive interrogative definite abstract","NODATA","You're catching up with a friend who used to work at the local paper but who you haven't seen for a long time. Would you ask:","do_have","Do you have that job at the paper still?",1
59,"auxiliary have negative indicative any","NODATA","You're working in a shop and a customer asks you where the cheese is, but you've run out. Would you say:","havent_got","Sorry, we haven't got any cheese.",1
59,"auxiliary have negative indicative any","NODATA","You're working in a shop and a customer asks you where the cheese is, but you've run out. Would you say:","havent","Sorry, we haven't any cheese.",1
59,"auxiliary have negative indicative any","NODATA","You're working in a shop and a customer asks you where the cheese is, but you've run out. Would you say:","dont_have","Sorry, we don't have any cheese.",1
59,"auxiliary have negative indicative any","NODATA","You're working in a shop and a customer asks you where the cheese is, but you've run out. Would you say:","havent_got","Sorry, we haven't got no cheese.",1
59,"auxiliary have negative indicative any","NODATA","You're working in a shop and a customer asks you where the cheese is, but you've run out. Would you say:","havent","Sorry, we haven't no cheese.",1
59,"auxiliary have negative indicative any","NODATA","You're working in a shop and a customer asks you where the cheese is, but you've run out. Would you say:","dont_have","Sorry, we don't have no cheese.",1
59,"auxiliary have negative indicative any","NODATA","You're working in a shop and a customer asks you where the cheese is, but you've run out. Would you say:","havent","Sorry, we have no cheese.",1
59,"auxiliary have negative indicative any","NODATA","You're working in a shop and a customer asks you where the cheese is, but you've run out. Would you say:","dont_have","Sorry, we've not got any cheese.",1
59,"auxiliary have negative indicative any","NODATA","You're working in a shop and a customer asks you where the cheese is, but you've run out. Would you say:","dont_have","Sorry, we've not got no cheese.",1
59,"auxiliary have negative indicative any","NODATA","You're working in a shop and a customer asks you where the cheese is, but you've run out. Would you say:","dont_have","Sorry, we don't got no cheese.",1
59,"auxiliary have negative indicative any","NODATA","You're working in a shop and a customer asks you where the cheese is, but you've run out. Would you say:","dont_have","Sorry, we don't got any cheese.",1
60,"auxiliary have positive interrogative any","NODATA","You're at a picnic and are hopeful that your friend has brought cheese. Might you ask:","do_have","Do we have any cheese?",1
60,"auxiliary have positive interrogative any","NODATA","You're at a picnic and are hopeful that your friend has brought cheese. Might you ask:","have","Have we any cheese?",1
60,"auxiliary have positive interrogative any","NODATA","You're at a picnic and are hopeful that your friend has brought cheese. Might you ask:","have_got","Have we got any cheese?",1
60,"auxiliary have positive interrogative any","NODATA","You're at a picnic and are hopeful that your friend has brought cheese. Might you ask:","NODATA","Do we got any cheese?",1
60,"auxiliary have positive interrogative any","NODATA","You're at a picnic and are hopeful that your friend has brought cheese. Might you ask:","NODATA","We got any cheese?",1
60,"auxiliary have positive interrogative any","NODATA","You're at a picnic and are hopeful that your friend has brought cheese. Might you ask:","NODATA","We have any cheese?",1
61,"auxiliary have negative interrogative any","do_support_interrogative_kde","You're trying to make a cheese sandwich, but all you can find is the bread. Might you say:","NODATA","Don't we have no cheese?",1
61,"auxiliary have negative interrogative any","do_support_interrogative_kde","You're trying to make a cheese sandwich, but all you can find is the bread. Might you say:","havent_got","Haven’t we got any cheese?",1
61,"auxiliary have negative interrogative any","do_support_interrogative_kde","You're trying to make a cheese sandwich, but all you can find is the bread. Might you say:","havent","Haven’t we any cheese?",1
61,"auxiliary have negative interrogative any","do_support_interrogative_kde","You're trying to make a cheese sandwich, but all you can find is the bread. Might you say:","have_no","Have we no cheese?",1
61,"auxiliary have negative interrogative any","do_support_interrogative_kde","You're trying to make a cheese sandwich, but all you can find is the bread. Might you say:","have_not_got","Have we not got any cheese?",1
61,"auxiliary have negative interrogative any","do_support_interrogative_kde","You're trying to make a cheese sandwich, but all you can find is the bread. Might you say:","NODATA","Have we not got no cheese?",1
61,"auxiliary have negative interrogative any","do_support_interrogative_kde","You're trying to make a cheese sandwich, but all you can find is the bread. Might you say:","dont_have","Don’t we have any cheese?",1
61,"auxiliary have negative interrogative any","do_support_interrogative_kde","You're trying to make a cheese sandwich, but all you can find is the bread. Might you say:","NODATA","Don’t we got any cheese?",1
61,"auxiliary have negative interrogative any","do_support_interrogative_kde","You're trying to make a cheese sandwich, but all you can find is the bread. Might you say:","NODATA","Don’t we got no cheese?",1
62,"father_vowel","father_vowel_kde","How do you pronounce the vowel in the first syllable of 'father'?","FATHER_BATH_TRAP","The same as 'last' and 'bath' (and different from 'trap'). ",1
62,"father_vowel","father_vowel_kde","How do you pronounce the vowel in the first syllable of 'father'?","FATHER_PALM_BATH_TRAP","The same as 'palm' (and different from both 'bath' and 'trap').   ",1
62,"father_vowel","father_vowel_kde","How do you pronounce the vowel in the first syllable of 'father'?","FATHER_TRAP","The same as both 'bath' and 'trap'. ",1
62,"father_vowel","father_vowel_kde","How do you pronounce the vowel in the first syllable of 'father'?","FATHER_CLOTH_LOT","The same as 'cloth' (and different from 'lot'). ",1
62,"father_vowel","father_vowel_kde","How do you pronounce the vowel in the first syllable of 'father'?","FATHER_LOT","The same as 'lot'. ",1
62,"father_vowel","father_vowel_kde","How do you pronounce the vowel in the first syllable of 'father'?","FATHER_FACE","The same as 'face'. ",1
62,"father_vowel","father_vowel_kde","How do you pronounce the vowel in the first syllable of 'father'?","FATHER_DRESS","The same as 'dress'. ",1
62,"father_vowel","father_vowel_kde","How do you pronounce the vowel in the first syllable of 'father'?","FATHER_SQUARE","The same as 'square'. ",1
62,"father_vowel","father_vowel_kde","How do you pronounce the vowel in the first syllable of 'father'?","FATHER_KIT","The same as 'kit'. ",1
63,"kl_tl","kl_tl_kde","How do you pronounce the first consonant of 'clap'?","tl","With a ""t"" sound as in ""tap"", followed by an ""l"".",1
63,"kl_tl","kl_tl_kde","How do you pronounce the first consonant of 'clap'?","kl","With a ""k"" sound as in ""cap"", followed by an ""l"".",1
64,"after_volitional","NODATA","You go into a shop to buy some towels when the shop assistant asks if you need any help. Would you say:","after_Ving","I'm after buying some towels.",1
64,"after_volitional","NODATA","You go into a shop to buy some towels when the shop assistant asks if you need any help. Would you say:","looking_to_V","I'm looking to buy some towels.",1
64,"after_volitional","NODATA","You go into a shop to buy some towels when the shop assistant asks if you need any help. Would you say:","want_to_V","I want to buy some towels.",1
64,"after_volitional","NODATA","You go into a shop to buy some towels when the shop assistant asks if you need any help. Would you say:","wanting_to_V","I'm wanting to buy some towels.",1
65,"after_np","NODATA","You ask your neighbour if they know a good decorator. When they say 'Why are you asking?', how do you reply?","looking_for_N","I'm looking for someone to paint the kitchen.",1
65,"after_np","NODATA","You ask your neighbour if they know a good decorator. When they say 'Why are you asking?', how do you reply?","after_N","I'm after someone to paint the kitchen.",1
66,"inside_of","inside_of_kde","Describing arriving at a rather chilly office, could you say:","inside","It was even colder inside the building.",1
66,"inside_of","inside_of_kde","Describing arriving at a rather chilly office, could you say:","inside_of","It was even colder inside of the building. ",1
67,"outside_of","outside_of_kde","Describing a chance meeting with an old friend, could you say:","outside","I saw him outside the pub.",1
67,"outside_of","outside_of_kde","Describing a chance meeting with an old friend, could you say:","outside_of","I saw him outside of the pub.",1
68,"like_that","like_that_kde","You're recommending an app that you like to a friend. Could you say:","that","I like that it's easy to use. ",1
68,"like_that","like_that_kde","You're recommending an app that you like to a friend. Could you say:","the_fact_that","I like the fact that it's easy to use. ",1
68,"like_that","like_that_kde","You're recommending an app that you like to a friend. Could you say:","it_being","I like it being easy to use. ",1
68,"like_that","like_that_kde","You're recommending an app that you like to a friend. Could you say:","it_being","I like its being easy to use. ",1
68,"like_that","like_that_kde","You're recommending an app that you like to a friend. Could you say:","how","I like how it's easy to use.",1
69,"why_for","why_for_kde","You're surprised by something that you've just heard a friend did yesterday. Could you say: ","why","Why did he do that?",1
69,"why_for","why_for_kde","You're surprised by something that you've just heard a friend did yesterday. Could you say: ","why_for_discontinuous","Why did he do that for?",1
69,"why_for","why_for_kde","You're surprised by something that you've just heard a friend did yesterday. Could you say: ","why_for_continuous","Why for did he do that?",1
69,"why_for","why_for_kde","You're surprised by something that you've just heard a friend did yesterday. Could you say: ","what_for","What did he do that for?",1
70,"quotatives","quotatives_kde","How could you tell a friend about something you'd said earlier?","was_like","I was like '...'",1
70,"quotatives","quotatives_kde","How could you tell a friend about something you'd said earlier?","said","I said '...'",1
70,"quotatives","quotatives_kde","How could you tell a friend about something you'd said earlier?","went","I went '...'",1
70,"quotatives","quotatives_kde","How could you tell a friend about something you'd said earlier?","this_is","This is me '...'",1
74,"do_preterite","do_preterite_our_dialects_kde","A friend reminds you that you promised to send them something, but you put it in the post yesterday.","done","I done it yesterday.",1
74,"do_preterite","do_preterite_our_dialects_kde","A friend reminds you that you promised to send them something, but you put it in the post yesterday.","did","I did it yesterday.",1
75,"drink_preterite","drink_preterite_kde","What word would you use in a sentence like this, if talking to one friend: 'I ____ a bottle of water earlier but I'm still thirsty.' <br><i>Please choose all answers that apply.</i>","drunk","drunk",1
75,"drink_preterite","drink_preterite_kde","What word would you use in a sentence like this, if talking to one friend: 'I ____ a bottle of water earlier but I'm still thirsty.' <br><i>Please choose all answers that apply.</i>","drank","drank",1
76,"drink_preterite_participle","drink_preterite_participle_kde","What word would you use in a sentence like this, if talking to one friend: 'Have you _____ enough water?'","drunk","drunk",1
76,"drink_preterite_participle","drink_preterite_participle_kde","What word would you use in a sentence like this, if talking to one friend: 'Have you _____ enough water?'","drank","drank",1
77,"go_preterite_participle","go_preterite_participle_kde","What word would you use in a sentence like this, if talking to one friend: 'They've ____ out already.'","gone","gone",1
77,"go_preterite_participle","go_preterite_participle_kde","What word would you use in a sentence like this, if talking to one friend: 'They've ____ out already.'","went","went",1
78,"go_preterite_participle_modal","go_preterite_participle_kde","Someone asks why Mary isn't here. What word would you use in a sentence like this: 'She could have ____ home.'","gone","gone",1
78,"go_preterite_participle_modal","go_preterite_participle_kde","Someone asks why Mary isn't here. What word would you use in a sentence like this: 'She could have ____ home.'","went","went",1
79,"fuck_off_size_adj","fuck_off_kde","Describing an intimidatingly large car, would you say:","adj_fuck-off","a big fuck-off car",1
79,"fuck_off_size_adj","fuck_off_kde","Describing an intimidatingly large car, would you say:","fuck-off_adj","a fuck-off big car",1
79,"fuck_off_size_adj","fuck_off_kde","Describing an intimidatingly large car, would you say:","fuck-off_alone","a fuck-off car",1
79,"fuck_off_size_adj","fuck_off_kde","Describing an intimidatingly large car, would you say:","none","none of these",1
80,"fuck_off_other_adj","fuck_off_kde","Describing a very large, black rat, would you say:","adj_fuck-off","a black fuck-off rat",1
80,"fuck_off_other_adj","fuck_off_kde","Describing a very large, black rat, would you say:","fuck-off_adj","a fuck-off black rat",1
80,"fuck_off_other_adj","fuck_off_kde","Describing a very large, black rat, would you say:","fuck-off_alone","a fuck-off rat",1
80,"fuck_off_other_adj","fuck_off_kde","Describing a very large, black rat, would you say:","none","none of these",1
81,"daps_plimsolls","daps_plimsolls_kde","What do you call the black, slip-on shoes often worn by children in school or for PE?","plimsolls","plimsolls",1
81,"daps_plimsolls","daps_plimsolls_kde","What do you call the black, slip-on shoes often worn by children in school or for PE?","plimmies","plimmies",1
81,"daps_plimsolls","daps_plimsolls_kde","What do you call the black, slip-on shoes often worn by children in school or for PE?","daps","daps",1
81,"daps_plimsolls","daps_plimsolls_kde","What do you call the black, slip-on shoes often worn by children in school or for PE?","dappers","dappers",1
81,"daps_plimsolls","daps_plimsolls_kde","What do you call the black, slip-on shoes often worn by children in school or for PE?","pumps","pumps",1
81,"daps_plimsolls","daps_plimsolls_kde","What do you call the black, slip-on shoes often worn by children in school or for PE?","runners","runners",1
81,"daps_plimsolls","daps_plimsolls_kde","What do you call the black, slip-on shoes often worn by children in school or for PE?","rubbers","rubbers",1
81,"daps_plimsolls","daps_plimsolls_kde","What do you call the black, slip-on shoes often worn by children in school or for PE?","sand-shoes","sand-shoes",1
81,"daps_plimsolls","daps_plimsolls_kde","What do you call the black, slip-on shoes often worn by children in school or for PE?","sandies","sandies",1
81,"daps_plimsolls","daps_plimsolls_kde","What do you call the black, slip-on shoes often worn by children in school or for PE?","sannies","sannies",1
81,"daps_plimsolls","daps_plimsolls_kde","What do you call the black, slip-on shoes often worn by children in school or for PE?","gym-shoes","gym-shoes",1
81,"daps_plimsolls","daps_plimsolls_kde","What do you call the black, slip-on shoes often worn by children in school or for PE?","gymmies","gymmies",1
81,"daps_plimsolls","daps_plimsolls_kde","What do you call the black, slip-on shoes often worn by children in school or for PE?","gutties","gutties",1
81,"daps_plimsolls","daps_plimsolls_kde","What do you call the black, slip-on shoes often worn by children in school or for PE?","guddies","guddies",1
82,"forget_ppt","forget_ppt_kde","What word would you use in a sentence like this: ""I had _____ all about that.""","forgotten","forgotten",1
82,"forget_ppt","forget_ppt_kde","What word would you use in a sentence like this: ""I had _____ all about that.""","forgot","forgot",1
82,"forget_ppt","forget_ppt_kde","What word would you use in a sentence like this: ""I had _____ all about that.""","forget","forget",1
82,"forget_ppt","forget_ppt_kde","What word would you use in a sentence like this: ""I had _____ all about that.""","forgetten","forgetten",1
83,"flu_shot","flu_shot_kde","What informal word would you use for an injection of a flu vaccination?","jab","flu jab",1
83,"flu_shot","flu_shot_kde","What informal word would you use for an injection of a flu vaccination?","jag","flu jag",1
83,"flu_shot","flu_shot_kde","What informal word would you use for an injection of a flu vaccination?","shot","flu shot",1
